Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionBinary,SalaryAgeRatio,TenurePerRole,SatisfactionComposite,PromotionLag,IncomeVsRoleAvg,OvertimeFlag,CareerVelocity,ManagerTenureRatio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
55,147,20,2,2,37,3,2,4,5415,15972,3,1,19,3,4,1,12,4,3,10,7,0,8,0,98.45454545454545,0.7,3.25,10,1.6727574374393956,1,0.16666666666666666,0.8,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
26,496,11,2,1,60,3,2,1,4741,22722,1,1,13,3,3,1,5,3,3,5,3,3,3,0,182.34615384615384,0.6,2.0,2,0.6297182915799763,1,0.4,0.6,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
37,1372,1,3,4,42,3,1,4,2115,15881,1,0,12,3,2,0,17,3,3,17,12,5,7,0,57.16216216216216,0.7058823529411765,3.25,12,0.6527832976771324,0,0.058823529411764705,0.4117647058823529,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
44,920,24,3,4,43,3,1,3,3161,19920,3,1,22,4,4,1,19,0,1,1,0,0,0,1,71.8409090909091,0.0,3.0,1,0.9764702234064505,1,0.05263157894736842,0.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
38,688,23,4,4,82,3,2,4,5745,18899,9,0,14,3,2,1,10,2,3,2,2,1,2,0,151.18421052631578,1.0,3.25,1,0.7630735256542847,0,0.2,1.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
26,1449,16,4,1,45,3,1,2,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2,1,91.26923076923077,0.6666666666666666,2.5,3,0.7330477191216409,1,0.2,0.6666666666666666,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
28,1117,8,2,4,66,3,1,4,3310,4488,1,0,21,4,4,0,5,3,3,5,3,0,2,0,118.21428571428571,0.6,3.75,5,1.021613576979342,0,0.2,0.4,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
49,636,10,4,3,35,3,5,1,18665,25594,9,1,11,3,4,0,22,4,3,3,2,1,2,0,380.9183673469388,0.6666666666666666,2.75,2,1.1641214827658255,1,0.22727272727272727,0.6666666666666666,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
36,506,3,3,3,30,3,2,2,4485,26285,4,0,12,3,4,0,10,2,3,8,0,7,7,0,124.58333333333333,0.0,3.0,1,1.384270964577749,0,0.2,0.875,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
31,444,5,3,4,84,3,1,2,2789,3909,1,0,11,3,3,1,2,5,2,2,2,2,2,0,89.96774193548387,1.0,2.75,0,1.062071591774562,0,0.5,1.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26,950,4,4,4,48,2,2,4,5828,8450,1,1,12,3,2,0,8,0,3,8,7,7,4,1,224.15384615384616,0.875,3.25,1,0.8416760620471666,1,0.25,0.5,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
37,889,9,3,2,53,3,1,4,2326,11411,1,1,12,3,3,3,4,3,2,4,2,1,2,0,62.86486486486486,0.5,2.75,3,0.7179073051522505,1,0.25,0.5,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
42,555,26,3,3,77,3,4,2,13525,14864,5,0,14,3,4,1,23,2,4,20,4,4,8,0,322.0238095238095,0.2,3.25,16,1.9532719181859866,0,0.17391304347826086,0.4,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
18,230,3,3,3,54,3,1,3,1420,25233,1,0,13,3,3,0,0,2,3,0,0,0,0,1,78.88888888888889,0.0,3.0,0,0.438654766604606,0,0.0,0.0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
35,1232,16,3,3,96,3,3,2,8020,5100,0,0,15,3,3,2,12,3,2,11,9,6,9,0,229.14285714285714,0.8181818181818182,2.5,5,1.1582433111905073,0,0.25,0.8181818181818182,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
36,566,18,4,3,81,4,1,4,3688,7122,4,0,18,3,4,2,4,2,3,1,0,0,0,0,102.44444444444444,0.0,3.5,1,1.1392667459421035,0,0.25,0.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
51,1302,2,3,4,84,1,2,2,5482,16321,5,0,18,3,4,1,13,3,3,4,1,1,2,0,107.49019607843137,0.25,3.25,3,0.7514594037597077,0,0.15384615384615385,0.5,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
41,334,2,4,4,88,3,4,2,16015,15896,1,0,19,3,2,0,22,2,3,22,10,0,4,0,390.609756097561,0.45454545454545453,2.75,22,0.9320976347921949,0,0.18181818181818182,0.18181818181818182,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
18,812,10,3,4,69,2,1,3,1200,9724,1,0,12,3,1,0,0,2,3,0,0,0,0,0,66.66666666666667,0.0,2.75,0,0.456968773800457,0,0.0,0.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
28,1476,16,2,2,68,4,2,1,5661,4824,0,0,19,3,3,0,9,2,3,8,3,0,7,0,202.17857142857142,0.375,2.25,8,0.7519163148353186,0,0.2222222222222222,0.875,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
31,218,7,3,2,100,4,2,4,6929,12241,4,0,11,3,2,1,10,3,2,8,7,7,7,0,223.51612903225808,0.875,2.5,1,1.0006817834462625,0,0.2,0.875,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
39,1132,1,3,3,48,4,3,4,9613,10942,0,0,17,3,1,3,19,5,2,18,10,3,7,0,246.48717948717947,0.5555555555555556,2.5,15,1.2768365190800066,0,0.15789473684210525,0.3888888888888889,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
36,1105,24,4,2,47,3,2,2,5674,6927,7,0,15,3,3,1,11,3,3,9,8,0,8,0,157.61111111111111,0.8888888888888888,2.5,9,1.7527655955736159,0,0.18181818181818182,0.8888888888888888,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
32,906,7,3,4,91,2,2,3,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8,0,171.375,0.6153846153846154,3.0,9,0.791995800320292,0,0.15384615384615385,0.6153846153846154,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
38,849,25,2,1,81,2,3,2,12061,26707,3,0,17,3,3,1,19,2,3,10,8,0,1,0,317.39473684210526,0.8,2.25,10,0.7522351569053641,0,0.15789473684210525,0.1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
58,390,1,4,4,32,1,2,3,5660,17056,2,1,13,3,4,1,12,2,3,5,3,1,2,0,97.58620689655173,0.6,3.5,4,0.7517834908969976,1,0.16666666666666666,0.4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
31,691,5,4,3,86,3,1,4,4821,10077,0,1,12,3,3,1,6,4,3,5,2,0,3,0,155.51612903225808,0.4,3.25,5,1.4879755452016337,1,0.16666666666666666,0.6,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
31,106,2,3,1,62,2,2,1,6410,17822,3,0,12,3,4,0,9,1,3,2,2,1,0,0,206.7741935483871,1.0,2.25,1,1.5133093312872572,0,0.2222222222222222,0.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
45,1249,7,3,1,97,3,3,1,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11,0,115.77777777777777,0.375,1.5,15,1.6094305169084488,0,0.125,0.4583333333333333,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
31,192,2,4,3,32,3,1,4,2695,7747,0,1,18,3,2,1,3,2,1,2,2,2,2,0,86.93548387096774,1.0,2.5,0,0.8317971570874099,1,0.3333333333333333,1.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
33,553,5,4,4,74,3,3,2,11878,23364,6,0,11,3,2,2,12,2,3,10,6,8,8,0,359.93939393939394,0.6,2.75,2,0.6913178711246762,0,0.25,0.8,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
39,117,10,1,3,99,3,4,1,17068,5355,1,1,14,3,4,0,21,3,3,21,9,11,10,0,437.64102564102564,0.42857142857142855,2.75,10,0.9933838545509324,1,0.19047619047619047,0.47619047619047616,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
43,185,10,4,3,33,3,1,4,2455,10675,0,0,19,3,1,0,9,5,3,8,7,1,7,0,57.093023255813954,0.875,2.75,7,0.7583784873340196,0,0.1111111111111111,0.875,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
49,1091,1,2,3,90,2,4,3,13964,17810,7,1,12,3,4,0,25,2,3,7,1,0,7,0,284.9795918367347,0.14285714285714285,3.25,7,1.8547534747147834,1,0.16,1.0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
52,723,8,4,3,85,2,2,2,4941,17747,2,0,15,3,1,0,11,3,2,8,2,7,7,1,95.01923076923077,0.25,2.0,1,1.5250128954244497,0,0.18181818181818182,0.875,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
27,1220,5,3,3,85,3,1,2,2478,20938,1,1,12,3,2,0,4,2,2,4,3,1,2,0,91.77777777777777,0.75,2.25,3,0.7648212821011509,1,0.25,0.5,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
32,588,8,2,3,65,2,2,2,5228,24624,1,1,11,3,4,0,13,2,3,13,12,11,9,0,163.375,0.9230769230769231,3.0,2,0.7550244427561063,1,0.15384615384615385,0.6923076923076923,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
27,1377,2,3,4,74,3,2,3,4478,5242,1,1,11,3,1,0,5,3,3,5,4,0,4,0,165.85185185185185,0.8,2.75,5,0.6467099186422808,1,0.4,0.8,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
31,691,7,3,4,73,3,2,4,7547,7143,4,0,12,3,4,3,13,3,3,7,7,1,7,0,243.4516129032258,1.0,3.75,6,1.0899329513160547,0,0.15384615384615385,1.0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
32,1018,2,4,1,74,4,2,4,5055,10557,7,0,16,3,3,0,10,0,2,7,7,0,7,0,157.96875,1.0,2.5,7,1.560198378136125,0,0.2,1.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
28,1157,2,4,1,84,1,1,4,3464,24737,5,1,13,3,4,0,5,4,2,3,2,2,2,1,123.71428571428571,0.6666666666666666,2.75,1,1.0691448430986226,1,0.2,0.6666666666666666,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
30,1275,28,2,4,64,3,2,4,5775,11934,1,0,13,3,4,2,11,2,3,10,8,1,9,0,192.5,0.8,3.75,9,1.782422479473021,0,0.18181818181818182,0.9,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
31,798,7,2,3,48,2,3,3,8943,14034,1,0,24,4,1,1,10,2,3,10,9,8,9,0,288.48387096774195,0.9,2.5,2,1.225884977713073,0,0.3,0.9,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
39,672,7,2,3,54,2,5,4,19272,21141,1,0,15,3,1,1,21,2,3,21,9,13,3,0,494.15384615384613,0.42857142857142855,2.75,8,1.1216600448151846,0,0.23809523809523808,0.14285714285714285,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
39,1162,3,2,4,41,3,2,3,5238,17778,4,1,18,3,1,0,12,3,2,1,0,0,0,1,134.30769230769232,0.0,2.5,1,0.7564686364109573,1,0.16666666666666666,0.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
33,508,10,3,2,46,2,2,4,4682,4317,3,0,14,3,3,0,9,6,2,7,7,0,1,0,141.87878787878788,1.0,2.75,7,0.6761714692012413,0,0.2222222222222222,0.14285714285714285,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
47,1482,5,5,4,42,3,5,3,18300,16375,4,0,11,3,2,1,21,2,3,3,2,1,1,0,389.36170212765956,0.6666666666666666,3.0,2,1.141356717632714,0,0.23809523809523808,0.3333333333333333,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
43,559,10,4,3,82,2,2,3,5257,6227,1,0,11,3,2,1,9,3,4,9,7,0,0,0,122.25581395348837,0.7777777777777778,3.0,9,1.6239493718594464,0,0.2222222222222222,0.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
27,210,1,1,3,73,3,2,2,6349,22107,0,1,13,3,4,1,6,0,3,5,4,1,4,0,235.14814814814815,0.8,3.0,4,0.9169185514649041,1,0.3333333333333333,0.8,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
54,928,20,4,4,31,3,2,3,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3,0,90.16666666666667,0.75,3.25,4,1.50279048529076,0,0.1,0.75,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
43,1001,7,3,3,43,3,3,1,9985,9262,8,0,16,3,1,1,10,1,2,1,0,0,0,0,232.2093023255814,0.0,1.75,1,1.3262470241354276,0,0.3,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
45,549,8,4,4,75,3,2,4,3697,9278,9,0,14,3,1,2,12,3,3,10,9,9,8,0,82.15555555555555,0.9,3.0,1,1.1410590314479236,0,0.16666666666666666,0.8,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
40,1124,1,2,2,57,1,2,4,7457,13273,2,1,22,4,3,3,6,2,2,4,3,0,2,0,186.425,0.75,2.75,4,1.0769352084223955,1,0.3333333333333333,0.5,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
29,318,8,4,2,77,1,1,1,2119,4759,1,1,11,3,4,0,7,4,2,7,7,0,7,1,73.06896551724138,1.0,2.25,7,0.6545841200247607,1,0.14285714285714285,1.0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False
29,738,9,5,2,30,2,1,4,3983,7621,0,0,17,3,3,0,4,2,3,3,2,2,2,0,137.3448275862069,0.6666666666666666,3.0,1,1.230395729145173,0,0.25,0.6666666666666666,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True
30,570,5,3,4,30,2,2,3,6118,5431,1,0,13,3,3,3,10,2,3,10,9,1,2,0,203.93333333333334,0.9,3.25,9,0.8835576780378458,0,0.2,0.2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
27,1130,8,4,2,56,3,2,2,6214,3415,1,0,18,3,1,1,8,3,3,8,7,0,7,0,230.14814814814815,0.875,2.0,8,0.8974219371244155,0,0.25,0.875,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
37,1192,5,2,4,61,3,2,4,6347,23177,7,0,16,3,3,2,8,2,2,6,2,0,4,0,171.54054054054055,0.3333333333333333,3.25,6,0.8700315278480235,0,0.25,0.6666666666666666,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
38,343,15,2,3,92,2,3,4,11510,15682,0,1,14,3,2,1,12,3,3,11,10,2,9,0,302.89473684210526,0.9090909090909091,3.0,9,0.7178697169372972,1,0.25,0.8181818181818182,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
31,1232,7,4,3,39,3,3,4,7143,25713,1,1,14,3,3,0,11,2,2,11,9,4,10,0,230.41935483870967,0.8181818181818182,3.0,7,0.9791452975292945,1,0.2727272727272727,0.9090909090909091,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
29,144,10,1,4,39,2,2,2,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7,0,285.1034482758621,1.0,2.5,6,1.1940593138308122,1,0.2857142857142857,1.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
35,1296,5,4,3,62,3,3,2,8095,18264,0,0,13,3,4,0,17,5,3,16,6,0,13,0,231.28571428571428,0.375,3.0,16,1.1096431728264928,0,0.17647058823529413,0.8125,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
23,1309,26,1,3,83,3,1,4,2904,16092,1,0,12,3,3,2,4,2,2,4,2,0,2,0,126.26086956521739,0.5,3.0,4,0.8963038753921477,0,0.25,0.5,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
41,483,6,3,4,95,2,2,2,6032,10110,6,1,15,3,4,0,8,3,3,5,4,1,2,0,147.1219512195122,0.8,3.25,4,0.8268520838158623,1,0.25,0.4,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
47,1309,4,1,2,99,3,2,3,2976,25751,3,0,19,3,1,0,5,3,3,0,0,0,0,0,63.319148936170215,0.0,2.25,0,1.1332825590251332,0,0.4,0.0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
42,810,23,5,1,44,3,4,4,15992,15901,2,0,14,3,2,0,16,2,3,1,0,0,0,0,380.76190476190476,0.0,2.5,1,0.9974085589279978,0,0.25,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
29,746,2,3,4,61,3,2,3,4649,16928,1,0,14,3,1,1,4,3,2,4,3,0,2,0,160.31034482758622,0.75,2.5,4,0.671405630140233,0,0.5,0.5,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
42,544,2,1,3,52,3,1,3,2696,24017,0,1,11,3,3,1,4,5,3,3,2,1,0,0,64.19047619047619,0.6666666666666666,3.0,2,0.6364870447972614,1,0.25,0.0,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
32,1062,2,3,3,75,3,1,2,2370,3956,1,0,13,3,3,1,8,4,3,8,0,0,7,0,74.0625,0.0,2.75,8,0.7321209836992368,0,0.125,0.875,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
48,530,29,1,1,91,3,3,3,12504,23978,3,0,21,4,2,1,15,3,1,0,0,0,0,0,260.5,0.0,1.75,0,0.7277520340581708,0,0.2,0.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
37,1319,6,3,3,51,4,2,1,5974,17001,4,1,13,3,1,2,13,2,3,7,7,6,7,0,161.45945945945945,1.0,2.0,1,1.8438427519258578,1,0.15384615384615385,1.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
30,641,25,2,4,85,3,2,3,4736,6069,7,1,12,3,2,1,4,2,4,2,2,2,2,0,157.86666666666667,1.0,3.25,0,0.6839701149374368,1,0.5,1.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
26,933,1,3,3,57,3,2,3,5296,20156,1,0,17,3,2,1,8,3,3,8,7,7,7,0,203.69230769230768,0.875,2.75,1,0.7648449596090932,0,0.25,0.875,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
42,1332,2,4,1,98,2,2,4,6781,17078,3,0,23,4,2,0,14,6,3,1,0,0,0,0,161.45238095238096,0.0,2.5,1,0.9006791257548659,0,0.14285714285714285,0.0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
21,756,1,1,1,99,2,1,2,2174,9150,1,1,11,3,3,0,3,3,3,3,2,1,2,1,103.52380952380952,0.6666666666666666,2.25,2,0.8278750952018279,1,0.3333333333333333,0.6666666666666666,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
36,845,1,5,4,45,3,2,4,6653,15276,4,0,15,3,2,0,7,6,3,1,0,0,0,0,184.80555555555554,0.0,3.25,1,0.9608220385723747,0,0.2857142857142857,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
36,541,3,4,1,48,2,3,4,9699,7246,4,0,11,3,1,1,16,2,3,13,9,1,12,0,269.4166666666667,0.6923076923076923,2.25,12,1.4007234258399912,0,0.1875,0.9230769230769231,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
57,593,1,4,4,88,3,2,3,6755,2967,2,0,11,3,3,0,15,2,3,3,2,1,2,0,118.50877192982456,0.6666666666666666,3.25,2,0.8972257033585191,0,0.13333333333333333,0.6666666666666666,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
40,1171,10,4,4,46,4,1,3,2213,22495,3,1,13,3,3,1,10,3,3,7,7,1,7,0,55.325,1.0,3.25,6,0.6836218299267557,1,0.1,1.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
21,895,9,2,1,39,3,1,4,2610,2851,1,0,24,4,3,0,3,3,2,3,2,2,2,0,124.28571428571429,0.6666666666666666,2.5,1,0.993907083015994,0,0.3333333333333333,0.6666666666666666,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
33,350,5,3,4,34,3,1,3,2851,9150,1,1,13,3,2,0,1,2,3,1,0,0,0,1,86.39393939393939,0.0,3.0,1,1.0856816450875857,1,1.0,0.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
37,921,10,3,3,98,3,1,1,3452,17663,6,0,20,4,2,1,17,3,3,5,4,0,3,0,93.29729729729729,0.8,2.25,5,1.0663635593796479,0,0.058823529411764705,0.6,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
46,1144,7,4,3,30,3,2,3,5258,16044,2,0,14,3,3,0,7,2,4,1,0,0,0,0,114.30434782608695,0.0,3.25,1,0.7207540213368375,0,0.2857142857142857,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
41,143,4,3,1,56,3,2,2,9355,9558,1,0,18,3,3,0,8,5,3,8,7,7,7,1,228.17073170731706,0.875,2.25,1,1.3510431641131166,0,0.25,0.875,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
50,1046,10,3,4,100,2,3,4,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3,0,209.92,0.75,3.75,3,1.3941200566174712,0,0.15,0.75,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
40,575,22,2,3,68,2,2,3,6380,6110,2,1,12,3,1,2,8,6,3,6,4,1,0,1,159.5,0.6666666666666666,2.5,5,0.9213955517949423,1,0.25,0.0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
31,408,9,4,3,42,2,1,2,2657,7551,0,1,16,3,4,0,3,5,3,2,2,2,2,0,85.70967741935483,1.0,3.0,0,0.8200686628501848,1,0.3333333333333333,1.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
21,156,12,3,3,90,4,1,2,2716,25422,1,0,15,3,4,0,1,0,3,1,0,0,0,1,129.33333333333334,0.0,3.0,1,1.0342726580350343,0,1.0,0.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
29,1283,23,3,4,54,3,1,4,2201,18168,9,0,16,3,4,0,6,4,3,3,2,1,2,0,75.89655172413794,0.6666666666666666,3.75,2,0.6793267320034839,0,0.16666666666666666,0.6666666666666666,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
35,755,9,4,3,97,2,2,2,6540,19394,9,0,19,3,3,0,10,5,3,1,1,0,0,0,186.85714285714286,1.0,2.75,1,0.8686685566194989,0,0.2,0.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
27,1469,1,2,4,82,3,1,2,3816,17881,1,0,11,3,2,1,5,2,3,5,2,0,4,0,141.33333333333334,0.4,2.75,5,1.1788074572980116,0,0.2,0.8,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
28,304,9,4,2,92,3,2,4,5253,20750,1,0,16,3,4,0,7,1,3,7,5,0,7,0,187.60714285714286,0.7142857142857143,3.25,7,0.7586349268932338,0,0.2857142857142857,1.0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
49,1261,7,3,2,31,2,3,3,10965,12066,8,0,24,4,3,0,26,2,3,5,2,0,0,0,223.77551020408163,0.4,2.75,5,1.4564144836900315,0,0.11538461538461539,0.0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
51,1178,14,2,3,87,3,2,4,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7,0,96.7843137254902,1.0,3.0,7,0.7128539880344569,0,0.1111111111111111,1.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
36,329,2,3,4,96,3,1,3,2543,11868,4,0,13,3,2,1,6,3,3,2,2,2,2,0,70.63888888888889,1.0,3.0,0,0.7848831801385096,0,0.16666666666666666,1.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
34,1362,19,3,1,67,4,2,4,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4,1,156.0,0.4,2.25,5,0.7660003145329739,1,0.2222222222222222,0.8,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
55,1311,2,3,3,97,3,4,4,16659,23258,2,1,13,3,3,0,30,2,3,5,4,1,2,0,302.8909090909091,0.8,3.25,4,0.9695794254138729,1,0.13333333333333333,0.4,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
24,1371,10,4,4,77,3,2,3,4260,5915,1,1,12,3,4,1,5,2,4,5,2,0,3,0,177.5,0.4,3.75,5,0.6152264969665289,1,0.4,0.6,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
30,202,2,1,3,72,3,1,2,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0,0,82.53333333333333,0.0,2.25,1,0.9428789032749428,0,1.0,0.0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False
26,575,3,1,3,73,3,1,1,3102,6582,0,0,22,4,3,0,7,2,3,6,4,0,4,1,119.3076923076923,0.6666666666666666,2.5,6,0.9574155032597942,0,0.14285714285714285,0.6666666666666666,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
